id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_7d_in_currency
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.449628,16471594664,11,20232502672,888639423.0,0.453282,0.424677,0.01463414,3.36422,536583321.0,3.36732,36635198912.50997,45000000000.0,45000000000.0,3.09,-85.35582,2021-09-02T06:00:10.474Z,0.01925275,2247.99167,2020-03-13T02:22:55.044Z,,2025-12-09T13:59:02.247Z,0.8009704188308712,3.364217141705353,14.229978959368067
figure-heloc,figr_heloc,Figure Heloc,https://coin-images.coingecko.com/coins/images/68480/large/figure.png?1755863954,1.031,14494528987,12,14494528987,11497936.0,1.038,1.02,0.0108458,1.06357,151289112.0,1.05478,14064216014.81,14064216014.81,,1.37,-24.75219,2025-10-28T06:05:38.345Z,0.155357,563.37465,2025-10-31T14:27:24.456Z,,2025-12-09T13:59:03.250Z,0.0,1.063573884003981,-0.053435624570802656
whitebit,wbt,WhiteBIT Coin,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,60.76,13024402389,13,19494908373,86429631.0,61.49,60.51,-0.3857327780307287,-0.63088,-83053685.9994278,-0.63364,214372548.0,320872548.0,400000000.0,63.15,-3.60619,2025-12-04T03:12:02.334Z,3.06,1888.30907,2023-02-13T19:01:21.899Z,,2025-12-09T13:58:59.592Z,-0.48446147683367635,-0.6308842198931476,4.936077800971133
wrapped-steth,wsteth,Wrapped stETH,https://coin-images.coingecko.com/coins/images/18834/large/wstETH.png?1696518295,3807.93,12812257714,14,12812257714,36018912.0,3861.18,3772.16,-32.08544798388266,-0.83555,-44443760.65371704,-0.34569,3366066.480374854,3366066.480374854,,7256.02,-47.46804,2022-05-13T15:09:54.509Z,558.54,582.44518,2022-05-13T01:36:45.053Z,,2025-12-09T13:58:59.732Z,-0.6055886052329194,-0.8355548905216109,10.402347283730649
bitcoin-cash,bch,Bitcoin Cash,https://coin-images.coingecko.com/coins/images/780/large/bitcoin-cash-circle.png?1696501932,581.63,11612004592,15,11612039127,379071277.0,594.61,570.95,-12.377188449505411,-2.08368,-241646562.57873726,-2.03858,19964349.89665078,19964465.52165078,21000000.0,3785.82,-84.61444,2017-12-20T00:00:00.000Z,76.93,657.09536,2018-12-16T00:00:00.000Z,,2025-12-09T13:59:02.047Z,0.23546711983330731,-2.08367765887595,9.519184641535734
wrapped-bitcoin,wbtc,Wrapped Bitcoin,https://coin-images.coingecko.com/coins/images/7598/large/WBTCLOGO.png?1764496367,90218.0,11272595780,16,11272595780,182556271.0,91423.0,89377.0,-1156.2624152587669,-1.26542,-145107622.7919407,-1.2709,124963.48883569,124963.48883569,124963.48883569,125932.0,-28.32957,2025-10-06T18:55:19.650Z,3139.17,2775.15106,2019-04-02T00:00:00.000Z,,2025-12-09T13:58:59.997Z,-0.3364488750123341,-1.2654188715975214,3.3684338164556396
wrapped-beacon-eth,wbeth,Wrapped Beacon ETH,https://coin-images.coingecko.com/coins/images/30061/large/wbeth-icon.png?1696528983,3383.14,11043356050,17,11043356050,8503113.0,3435.02,3349.16,-29.1451702503864,-0.85412,-98175735.51643753,-0.88117,3264465.819136715,3264465.819136715,,5330.78,-36.60551,2025-08-24T19:27:46.809Z,1501.6,125.05453,2025-04-09T03:57:40.245Z,,2025-12-09T13:58:59.572Z,-0.6043400738758068,-0.8541247644312432,10.377300651238038
usds,usds,USDS,https://coin-images.coingecko.com/coins/images/39926/large/usds.webp?1726666683,0.999878,9554931331,18,9554931331,7384836.0,1.0,0.998658,0.00032618,0.03263,71133143.0,0.75005,9556090422.39645,9556090422.39645,,1.057,-5.4324,2024-10-29T05:40:51.197Z,0.948265,5.44352,2024-10-03T13:19:28.826Z,,2025-12-09T13:58:58.997Z,-0.012807078402289224,0.03263242284981052,0.010300431656355597
chainlink,link,Chainlink,https://coin-images.coingecko.com/coins/images/877/large/Chainlink_Logo_500.png?1760023405,13.69,9541770598,19,13692718666,530565984.0,14.01,13.6,-0.2642225554245261,-1.89304,-177395991.6180439,-1.82522,696849970.4525868,1000000000.0,1000000000.0,52.7,-73.87291,2021-05-10T00:13:57.214Z,0.148183,9191.26219,2017-11-29T00:00:00.000Z,,2025-12-09T13:59:02.297Z,-0.8648517215904032,-1.8930441719568454,12.002403018548021
binance-bridged-usdt-bnb-smart-chain,bsc-usd,Binance Bridged USDT (BNB Smart Chain),https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,1.0,8982223483,20,8982223483,1006564652.0,1.001,0.998191,-0.00044572296482337,-0.04455,-3042658.9190368652,-0.03386,8984992892.453934,8984992892.453934,,1.05,-4.90867,2024-08-05T14:21:42.527Z,0.942186,5.96868,2024-12-05T22:30:39.827Z,,2025-12-09T13:59:01.870Z,-0.03718839355427011,-0.04455179447521844,0.01790341033221408
leo-token,leo,LEO Token,https://coin-images.coingecko.com/coins/images/8418/large/leo-token.png?1696508607,9.56,8815975037,21,9421172506,888314.0,9.75,9.4,-0.1698085964012055,-1.74481,-157514132.18514442,-1.75533,921949668.9,985239504.0,,10.14,-5.69176,2025-03-10T09:26:43.294Z,0.799859,1094.99074,2019-12-24T15:14:35.376Z,,2025-12-09T13:59:04.848Z,0.06178418045289987,-1.7448124952196997,-2.03787857959106
weth,weth,WETH,https://coin-images.coingecko.com/coins/images/2518/large/weth.png?1696503332,3118.52,8406634192,22,8406634192,104625008.0,3170.08,3085.9,-26.342940355995324,-0.83765,-250587456.88631916,-2.89455,2696094.983571818,2696094.983571818,,4950.08,-36.94666,2025-08-24T19:28:11.411Z,82.1,3701.53387,2018-12-15T00:00:00.000Z,,2025-12-09T13:59:00.155Z,-0.6113376537934448,-0.8376501514680884,10.327630552837086
wrapped-eeth,weeth,Wrapped eETH,https://coin-images.coingecko.com/coins/images/33033/large/weETH.png?1701438396,3377.37,7986802190,23,7986802190,35800146.0,3421.77,3342.64,-29.7226170589488,-0.87238,-36650026.41546154,-0.45679,2364904.210654389,2364904.210654389,,5296.78,-36.31166,2025-08-24T19:25:19.771Z,1505.24,124.11326,2025-04-09T03:45:31.391Z,,2025-12-09T13:58:59.613Z,-0.6136611389743525,-0.8723760387677124,10.426986696387813
stellar,xlm,Stellar,https://coin-images.coingecko.com/coins/images/100/large/fmpFRHHQ_400x400.jpg?1735231350,0.242313,7837471844,24,12114617954,115603520.0,0.246182,0.237743,-0.002972438549933176,-1.21183,-101089438.95857906,-1.2734,32348324838.21984,50001786883.67145,,0.875563,-72.30145,2018-01-03T00:00:00.000Z,0.00047612,50836.00343,2015-03-05T00:00:00.000Z,,2025-12-09T13:58:58.252Z,0.04379458136318083,-1.2118260242172336,2.4063717874926014
hyperliquid,hype,Hyperliquid,https://coin-images.coingecko.com/coins/images/50882/large/hyperliquid.jpg?1729431300,27.93,7562325966,25,27924053689,402915442.0,30.32,27.55,-2.374905298065972,-7.83705,-642765958.5353012,-7.83374,270772999.4341414,999835210.4341414,1000000000.0,59.3,-52.98686,2025-09-18T03:30:30.650Z,3.81,632.01398,2024-11-29T09:30:30.871Z,,2025-12-09T13:59:04.216Z,-0.8944207234695588,-7.8370469316274445,-12.337725386707788
zcash,zec,Zcash,https://coin-images.coingecko.com/coins/images/486/large/circle-zcash-color.png?1696501740,428.58,7040676988,26,7041037859,1360709230.0,435.7,383.99,44.58,11.61045,734297535.0,11.64373,16431304.8530448,16432147.0405448,21000000.0,3191.93,-86.49302,2016-10-29T00:00:00.000Z,16.08,2581.15596,2024-07-05T04:22:29.321Z,,2025-12-09T13:59:00.571Z,-1.2336072877188051,11.610450823175475,31.39488662834486
monero,xmr,Monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,360.92,6659574318,27,6659574318,130471915.0,377.88,360.87,-12.379786800779073,-3.31627,-223711876.81885433,-3.25007,18446744.07370955,18446744.07370955,,542.33,-33.22161,2018-01-09T00:00:00.000Z,0.216177,167427.91049,2015-01-14T00:00:00.000Z,,2025-12-09T13:59:05.737Z,-1.050190483888539,-3.316269301179912,-7.752194521602103
ethena-usde,usde,Ethena USDe,https://coin-images.coingecko.com/coins/images/33613/large/usde.png?1733810059,0.999821,6634286560,28,6634286560,175573251.0,1.001,0.997179,0.00056279,0.05632,-54544721.50378609,-0.81546,6635484924.770918,6633392846.580917,,1.032,-3.26659,2023-12-20T15:38:34.596Z,0.929486,7.41078,2024-10-04T07:57:15.809Z,,2025-12-09T13:59:03.170Z,0.06845598375541483,0.056321151061771955,0.044924772297539696
coinbase-wrapped-btc,cbbtc,Coinbase Wrapped BTC,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,90343.0,6563766687,29,6563766687,432373337.0,91763.0,89535.0,-1237.9196877189388,-1.35172,-66289454.10202122,-0.99983,72678.25567241,72678.25567227,,125954.0,-28.25157,2025-10-06T18:58:50.734Z,57439.0,57.33256,2024-09-12T14:07:41.775Z,,2025-12-09T13:59:02.334Z,-0.3246432924552872,-1.3517215043431885,3.487291338824608
litecoin,ltc,Litecoin,https://coin-images.coingecko.com/coins/images/2/large/litecoin.png?1696501400,84.47,6461981872,30,6461981872,466009383.0,84.46,82.55,0.84747,1.01339,61397016.0,0.95924,76609608.23347135,76609608.23347135,84000000.0,410.26,-79.42517,2021-05-10T03:13:07.904Z,1.15,7247.41721,2015-01-14T00:00:00.000Z,,2025-12-09T13:59:05.371Z,0.5420772801420466,1.0133888627512724,7.611793934054726
sui,sui,Sui,https://coin-images.coingecko.com/coins/images/26375/large/sui-ocean-square.png?1727791290,1.6,5975896453,31,15991731779,701053208.0,1.64,1.58,-0.016272521220142888,-1.0065,-66033098.940011024,-1.09291,3736866360.651109,10000000000.0,10000000000.0,5.35,-70.08266,2025-01-04T22:56:18.063Z,0.364846,338.41763,2023-10-19T10:40:30.078Z,,2025-12-09T13:58:58.626Z,-0.4202415006027205,-1.0065019322847237,15.834953581740105
avalanche-2,avax,Avalanche,https://coin-images.coingecko.com/coins/images/12559/large/Avalanche_Circle_RedWhite_Trans.png?1696512369,13.62,5843036123,32,6273981311,316834870.0,13.78,13.52,-0.12910147479479406,-0.93894,-57742564.04968262,-0.97856,429385282.5919801,461054386.260526,720000000.0,144.96,-90.57111,2021-11-21T14:18:56.538Z,2.8,387.96575,2020-12-31T13:15:21.540Z,,2025-12-09T13:59:01.063Z,-0.28275849210590015,-0.9389363144987064,5.533317754770746
hedera-hashgraph,hbar,Hedera,https://coin-images.coingecko.com/coins/images/3688/large/hbar.png?1696504364,0.135118,5738845864,33,6755349789,115982528.0,0.136251,0.13257,-0.000139617132917408,-0.10322,-12130066.498566628,-0.21092,42476304284.955,50000000000.0,50000000000.0,0.569229,-76.24645,2021-09-15T10:40:28.318Z,0.00986111,1271.16459,2020-01-02T17:30:24.852Z,,2025-12-09T13:59:04.118Z,0.15468110054164583,-0.10322347829536335,0.7697490179323292
shiba-inu,shib,Shiba Inu,https://coin-images.coingecko.com/coins/images/11939/large/shiba.png?1696511800,8.61e-06,5072349232,34,5074555369,113930273.0,8.66e-06,8.43e-06,1.08805e-07,1.28005,62179932.0,1.24107,589244313571696.2,589500595994015.1,,8.616e-05,-89.97493,2021-10-28T03:54:55.568Z,5.6366e-11,15323714.56076,2020-11-28T11:26:25.838Z,,2025-12-09T13:58:57.678Z,-0.013986314973768956,1.280052910464884,7.7154005466185405
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,1.0,4528013517,35,4528013517,243224739.0,1.001,0.998722,0.00042435,0.04244,561669687.0,14.16089,4526601459.44638,4526601459.44638,,1.052,-4.94987,2025-01-23T22:34:53.341Z,0.975737,2.48287,2025-02-28T01:35:58.101Z,,2025-12-09T13:58:59.703Z,0.009465868196178551,0.04244114737197556,0.03689392458762824
dai,dai,Dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,0.999883,4334025064,36,4334025064,79035798.0,1.001,0.998266,0.00038101,0.03812,4328841.0,0.09998,4334667655.498844,4333283326.452188,,1.22,-18.00383,2020-03-13T03:02:50.373Z,0.88196,13.32447,2023-03-11T07:50:50.514Z,,2025-12-09T13:59:02.586Z,0.04862461134795165,0.03812031683303303,0.010385608671432655
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.081,4251339577,37,4250881661,23719202.0,1.086,1.065,0.00263976,0.24482,62438585.0,1.49057,3938706156.863119,3938281914.518285,,1.11,-2.49697,2025-10-10T21:52:27.019Z,0.961716,12.03682,2025-01-04T01:21:08.460Z,,2025-12-09T13:58:58.245Z,0.3018691777582668,0.24482251255290347,0.24055046204215202
world-liberty-financial,wlfi,World Liberty Financial,https://coin-images.coingecko.com/coins/images/50767/large/wlfi.png?1756438915,0.148869,4055862245,38,14887283957,106018979.0,0.154447,0.148197,-9.2069810940315e-05,-0.06181,-932382.6924448013,-0.02298,27243802538.151154,100000000000.0,100000000000.0,0.331336,-55.09124,2025-09-01T12:20:09.597Z,0.104606,42.24732,2025-10-10T21:22:29.880Z,,2025-12-09T13:58:59.660Z,-0.4759553500356285,-0.06180803239402604,-6.082326271282549
the-open-network,ton,Toncoin,https://coin-images.coingecko.com/coins/images/17980/large/photo_2024-09-10_17.09.00.jpeg?1725963446,1.63,3976162630,39,8363897937,84755012.0,1.66,1.61,-0.03260948431408983,-1.96682,-82648417.33968401,-2.03627,2447293585.90152,5147911100.060653,,8.25,-80.30404,2024-06-15T00:36:51.509Z,0.519364,213.00361,2021-09-21T00:33:11.092Z,,2025-12-09T13:58:58.819Z,0.5012680074607028,-1.966823301005165,8.160695647270245
crypto-com-chain,cro,Cronos,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,0.103453,3863636606,40,10159338492,14940573.0,0.105211,0.103035,-0.00141031782826774,-1.34492,-56985869.72134733,-1.45349,37353532281.87356,98220204704.60904,100000000000.0,0.965407,-89.27426,2021-11-24T15:53:54.855Z,0.0121196,754.37666,2019-02-08T00:00:00.000Z,,2025-12-09T13:59:02.390Z,-0.2542950324603954,-1.3449157089268182,-4.458868799200904
paypal-usd,pyusd,PayPal USD,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,0.999846,3827706945,41,3827706945,86951609.0,1.0,0.998905,0.00040465,0.04049,10719675.0,0.28084,3827883560.07748,3827883560.07748,,1.021,-2.05373,2023-10-23T22:44:57.056Z,0.959426,4.20543,2024-12-05T22:31:13.430Z,,2025-12-09T13:59:06.598Z,-0.004502533178046606,0.040487816309135,0.006851091970545977
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,1.11,3594157231,42,6871683635,125916810.0,1.13,1.088,-0.023859361922205613,-2.11337,-74311066.96529102,-2.02567,3252944055.636841,6219316794.89,6219316794.89,2.86,-61.2978,2025-10-09T01:04:46.659Z,0.307978,258.78254,2023-10-18T02:50:46.942Z,,2025-12-09T13:59:05.242Z,-0.22223939643248947,-2.1133653203409706,12.293113880475483
ethena-staked-usde,susde,Ethena Staked USDe,https://coin-images.coingecko.com/coins/images/33669/large/sUSDe-Symbol-Color.png?1716307680,1.21,3584635545,43,3584635545,74011863.0,1.21,1.21,8.808e-05,0.00729,-56472626.13133049,-1.55097,2967645405.44297,2967645405.44297,,1.29,-6.41797,2025-01-29T17:52:32.991Z,1.012,19.34249,2024-04-03T14:23:03.162Z,,2025-12-09T13:59:03.058Z,0.00984096100415634,0.00729235805944271,0.11227967076998789
polkadot,dot,Polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,2.12,3484933623,44,3484933623,160173364.0,2.16,2.09,-0.0185781452968925,-0.86836,-30676176.81102419,-0.87257,1643633540.497753,1643633540.497753,,54.98,-96.13015,2021-11-04T14:10:09.301Z,1.98,7.58477,2025-12-01T15:50:20.422Z,,2025-12-09T13:58:56.812Z,-0.2637400196201195,-0.8683572390830859,1.6988772588928895
uniswap,uni,Uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,5.49,3459496951,45,5492089914,234414227.0,5.72,5.43,-0.16944187112868647,-2.99278,-110971745.48307371,-3.10804,629905374.0113912,1000000000.0,1000000000.0,44.92,-87.71379,2021-05-03T05:25:04.822Z,1.03,435.70989,2020-09-17T01:20:38.214Z,,2025-12-09T13:58:59.305Z,-0.8879009007996168,-2.9927799102197277,-0.8002344553221925
bittensor,tao,Bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,306.48,2938756206,46,6430209762,141013959.0,307.15,287.67,8.76,2.94145,86150725.0,3.02007,9597491.0,21000000.0,21000000.0,757.6,-59.69266,2024-03-07T18:45:36.466Z,30.83,890.49864,2023-05-14T08:57:53.732Z,,2025-12-09T13:59:01.418Z,0.7891067695040506,2.9414465142828883,16.289105721548054
aave,aave,Aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,187.82,2849753497,47,3007202853,358930816.0,199.03,187.79,-8.432454443358523,-4.29663,-124648849.72539234,-4.19072,15162281.4210017,16000000.0,16000000.0,661.69,-71.41397,2021-05-18T21:19:59.514Z,26.02,626.85644,2020-11-05T09:20:11.928Z,,2025-12-09T13:59:00.522Z,-1.2025258977193847,-4.296632311138684,10.277968589753153
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,0.999218,2727972129,48,2727972129,276839991.0,0.999552,0.99854,0.00037062,0.0371,-1457166.7387280464,-0.05339,2729973392.721158,2729973392.721158,,1.025,-2.49959,2025-05-12T12:36:39.412Z,0.989633,0.96771,2025-10-01T08:51:32.103Z,,2025-12-09T13:58:59.298Z,0.018306056955289116,0.037104781206509244,-0.002431111835305865
canton-network,cc,Canton,https://coin-images.coingecko.com/coins/images/70468/large/Canton-Ticker_%281%29.png?1762826299,0.074386,2669772601,49,2669772601,24895319.0,0.076988,0.071698,-8.8746454711366e-05,-0.11916,-19848853.354058743,-0.73798,35905763354.82008,35906575280.22086,,0.159483,-53.49935,2025-11-10T09:46:17.203Z,0.059024,25.64467,2025-12-06T10:32:09.784Z,,2025-12-09T13:59:01.982Z,1.1344408171464204,-0.1191628017314168,-0.0966111489103692
bitget-token,bgb,Bitget Token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,3.56,2494618864,50,3278650856,81315032.0,3.58,3.54,0.00118161,0.03317,3047122.0,0.1223,699992035.9787906,919992035.9787906,2000000000.0,8.45,-57.81818,2024-12-27T11:41:24.992Z,0.0142795,24862.35719,2020-06-25T04:17:05.895Z,,2025-12-09T13:59:01.321Z,-0.47058243388930837,0.03316724962816955,2.9224818742569614
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,111.69,2345367018,51,2345367018,43354819.0,112.65,108.74,0.317336,0.28493,5831281.0,0.24925,21000000.0,21000000.0,21000000.0,255.5,-56.29728,2025-08-22T01:50:26.131Z,0.580608,19131.8214,2019-01-14T00:00:00.000Z,,2025-12-09T13:59:06.275Z,-0.25827733759017146,0.28492880828753026,11.193644477980014
memecore,m,MemeCore,https://coin-images.coingecko.com/coins/images/53247/large/square-bg-transparent.png?1752637478,1.34,2308934260,52,7167330293,17889331.0,1.37,1.23,0.106807,8.64867,204932902.0,9.74015,1710871702.178667,5310871701.737943,10000000000.0,2.96,-54.31164,2025-09-18T07:27:06.144Z,0.04746135,2748.24348,2025-07-04T03:56:17.448Z,,2025-12-09T13:59:05.355Z,-1.3180092371268284,8.648672604741064,-4.388401312425384
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,1.75,2239514286,53,2239514338,161073190.0,1.79,1.71,-0.037386273266870385,-2.09376,-49883179.58330631,-2.17888,1282024614.0,1282052915.0,,20.44,-91.41567,2022-01-16T22:09:45.873Z,0.526762,233.06758,2020-11-04T16:09:15.137Z,,2025-12-09T13:59:06.115Z,0.14909231153016694,-2.0937594065630245,1.3812480234188138
tether-gold,xaut,Tether Gold,https://coin-images.coingecko.com/coins/images/10481/large/Tether_Gold.png?1696510471,4205.01,2195367613,54,2195367613,243188564.0,4215.26,4178.95,4.13,0.0982,2120154.0,0.09667,522089.3,522089.3,,4392.88,-4.29725,2025-10-17T05:01:31.881Z,1447.84,190.37077,2020-03-19T13:45:41.821Z,,2025-12-09T13:58:58.583Z,-0.005456789822126703,0.09820334161335413,0.15243297886224771
falcon-finance,usdf,Falcon USD,https://coin-images.coingecko.com/coins/images/54558/large/ff_200_X_200.png?1740741076,0.998753,2187083517,55,2187083517,1096235.0,1.001,0.99674,-0.000217029635699584,-0.02173,-947081.5826888084,-0.04328,2190113832.786584,2190113832.786584,,1.075,-7.08595,2025-05-08T21:25:42.071Z,0.943422,5.83149,2025-07-08T10:16:34.749Z,,2025-12-09T13:59:03.226Z,0.004076537779845841,-0.0217253407455428,0.17174812761609776
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,13.45,2079983498,56,2079983498,48582872.0,13.53,13.25,-0.02388233425402575,-0.17725,-4218085.348922491,-0.20238,154647864.0631503,154647864.0631503,210700000.0,167.09,-91.93178,2021-05-06T18:34:22.133Z,0.615038,2091.86566,2016-07-25T00:00:00.000Z,"{'times': 28.88923912395322, 'currency': 'usd', 'percentage': 2888.923912395322}",2025-12-09T13:59:03.240Z,-0.3598955215576279,-0.1772470199013474,3.105962202409249
ethena,ena,Ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,0.265038,2035795007,57,3970668848,223819418.0,0.281449,0.264524,-0.011089985966550975,-4.01625,-87226179.54125452,-4.10859,7690625000.0,15000000000.0,15000000000.0,1.52,-82.53165,2024-04-11T13:15:15.057Z,0.195078,35.90336,2024-09-06T21:04:48.253Z,,2025-12-09T13:59:03.171Z,-0.8013865849209973,-4.016253889241864,11.304811630487581
